120 million	"How many new pneumonia cases were diagnosed worldwide on March 14, 2021?"
2.66 million	"How many deaths were there on March 14, 2021?"
2 million	How many people were confirmed with coronavirus disease in Poland in 2019?
Turkey	In what country does the number of confirmed coronavirus disease in 2019 exceed 3 million?
"300,000.00"	How many Coronavirus disease deaths did Brazil have in March of 2021?
"200,000"	What is the death toll of Coronavirus disease in Mexico in 2021?
1 million	What was the number of confirmed coronavirus disease in Chile in 2019?
2.84 million	"How many deaths were there on April 2, 2021?"
"100,000"	"How many Coronavirus disease deaths did Russia have on April 3, 2021?"
Canada	In what country is Coronavirus disease confirmed in more than 1 million people?
"100,000"	How many new crown cases did India confirm in a single day?
Iran	In what country did the number of confirmed coronavirus disease in 2019 exceed 2 million?
Romania	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
"150,000"	"How many new cases of coronavirus disease were confirmed in India on April 10, 2021?"
3 million	How many people died from Coronavirus disease in Germany in 2021?
5 million	"How many people were confirmed with coronavirus disease in France on April 11, 2021?"
Brazil	"India has the second highest number of confirmed cases of coronavirus disease in the world in 2019, surpassing which country?"
"200,000"	How many new cases of coronavirus disease did India confirm in a single day?
4 million	How many people were confirmed with coronavirus disease in Turkey in 2021?
"100,000"	What is the death toll of Coronavirus disease in France in 2021?
World Health Organization	Who said that coronavirus disease has been fully disclosed the number of recovery?
140 million	"How many pneumonia cases were diagnosed worldwide on April 17, 2021?"
15 million	"How many people in India died from Coronavirus disease on April 19, 2021?"
1 million	How many people died from Coronavirus disease in Iraq in 2021?
"300,000"	"How many new crown cases were confirmed in India on April 22, 2021?"
2 million	"How many people were confirmed with coronavirus disease in Ukraine on April 23, 2021?"
1 million	"On April 26, 2021, the number of confirmed coronavirus disease in the Philippines exceeded how many people?"
"200,000"	"How many Coronavirus disease deaths did India have on April 28, 2021?"
150 million	"On April 29, 2021, the cumulative number of newly diagnosed pneumonia cases worldwide exceeded how many?"
4 million	"On April 30, 2021, the number of confirmed coronavirus disease in Italy exceeded how many people?"
"400,000"	"How many Coronavirus disease deaths did Brazil have on April 30, 2021?"
"400,000"	"How many new crown cases were confirmed in India on May 1, 2021?"
3 million	"On May 3, 2021, the number of confirmed coronavirus disease in Argentina exceeded how many people?"
20 million	"How many confirmed cases of coronavirus disease did India have on May 3, 2021?"
Belgium	Which country has more than 1 million confirmed cases of coronavirus disease?
1 million	How many people died from Coronavirus disease in Sweden in 2021?
15 million	How many people died from Coronavirus disease in Brazil in 2021?
5 million	"How many confirmed cases of coronavirus disease did Turkey have on May 8, 2021?"
9-May-21	When was the first case of coronavirus disease death reported in Laos?
3 million	"How many people were confirmed with coronavirus disease in Colombia on May 11, 2021?"
3.32 million	"How many deaths were there on May 12, 2021?"
10 million	How many severe countries are in the new crown epidemic?
"600,000"	How many Coronavirus disease deaths did the United States have in May of 2021?
25 million	"How many confirmed cases of coronavirus disease did India have on May 17, 2021?"
"300,000.00"	"How many Coronavirus disease deaths did India have on May 23, 2021?"
5 million people	How many people were confirmed with coronavirus disease in Russia in 2021?
170 million	"How many people were diagnosed with NCP on May 30, 2021?"
"180,764"	How many COVID-19 deaths were there in Peru in 2021?
"100,000"	"How many Coronavirus disease deaths did Peru have on May 31, 2021?"
21-Jun	When is the worst month of the year?
"10,000"	What was the number of confirmed coronavirus disease in Taiwan in 2021?
4 million	What was the number of confirmed coronavirus disease in Argentina in 2021?
Iran	In what country did the number of confirmed coronavirus disease in 2019 exceed 3 million?
2 million	How many people were confirmed with Coronavirus disease in Peru in 2021?
100th	Where did Afghanistan rank in the number of coronavirus disease confirmations?
Brazil	Which country had the highest number of Coronavirus disease deaths in 2021?
2 million	"How many confirmed cases of coronavirus disease did Indonesia have on June 21, 2021?"
"100,000"	What is the death toll of Coronavirus disease in Colombia in 2019?
30 million	"How many confirmed cases of coronavirus disease did India have on June 23, 2021?"
180 million	"How many new pneumonia cases were diagnosed worldwide on June 23, 2021?"
4 million	"How many people were confirmed with coronavirus disease in Colombia on June 24, 2021?"
Delta (B.1.617.2)	What is the fourth pandemic strain of NCCP?
"400,000"	How many Coronavirus disease deaths did India have in 2019?
more than 2 million people	How many people in South Africa are confirmed with coronavirus disease in 2019?
Bangladesh	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
5 million	What is the number of confirmed coronavirus disease in the UK in 2019?
4 million	What was the number of confirmed coronavirus disease in Spain in 2021?
"100,000"	What is the death toll of Coronavirus disease in Argentina in 2019?
190 million	"How many pneumonia cases were diagnosed worldwide on July 17, 2021?"
4.1 million	"How many deaths were there on July 17, 2021?"
Russia	Which country has the highest number of confirmed coronavirus disease diagnoses?
35 million	"How many people were diagnosed with coronavirus disease in the United States on July 20, 2021?"
3 million	What was the number of confirmed coronavirus disease in Indonesia in 2019?
1 million	"On July 23, 2021, the number of confirmed coronavirus disease in Pakistan exceeded how many?"
Malaysia	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
"Central African Republic, Madagascar"	Which countries are prioritizing death toll?
France	In what country did the number of confirmed coronavirus disease in 2019 exceed 6 million?
200 million	"How many new pneumonia cases were diagnosed worldwide on August 4, 2021?"
"100,000"	What is the death toll of Coronavirus disease in Indonesia?
4 million	"On August 4, 2021, the number of confirmed coronavirus disease in Iran exceeded how many?"
20 million	How many people have been confirmed with coronavirus disease in Brazil in 2019?
1 million	"On August 6, 2021, the number of confirmed coronavirus disease in Japan exceeded how many people?"
5 million	"On August 7, 2021, the number of confirmed coronavirus disease in Argentina exceeded how many people?"
UK	In what country did the number of confirmed coronavirus disease in 2019 exceed 6 million?
3 million	How many people have been confirmed with coronavirus disease in Mexico in 2019?
Turkey	In what country is Coronavirus disease confirmed in more than 6 million people?
1 million	"On August 14, 2021, the number of confirmed coronavirus disease in Portugal exceeded how many people?"
"100,000"	"How many Coronavirus disease deaths did Iran have on August 19, 2021?"
4.41 million	"How many deaths were there on August 19, 2021?"
Thailand	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
1 million	"On August 24, 2021, the number of confirmed coronavirus disease in Israel exceeded how many people?"
4 million	How many people were confirmed with Coronavirus disease in Indonesia in 2021?
5 million	"On September 1, 2021, the number of confirmed coronavirus disease in Iran exceeded how many people?"
2 million	"On September 1, 2021, the number of confirmed coronavirus disease in the Philippines exceeded how many people?"
40 million	"How many confirmed coronavirus disease diagnoses were there in the United States on September 1, 2021?"
4 million	How many people were confirmed with Coronavirus disease in Germany in 2021?
Russia	In what country did the number of confirmed coronavirus disease in 2019 exceed 7 million people?
7 million	"On September 7, 2021, the number of confirmed coronavirus disease in the UK exceeded how many people?"
2 million	"On September 15, 2021, the number of confirmed coronavirus disease in Malaysia exceeded how many people?"
"200,000"	"How many Coronavirus disease deaths did Russia have on September 22, 2021?"
4.72 million	"How many deaths were there on September 22, 2021?"
"700,000"	"How many Coronavirus disease deaths did the United States have on September 24, 2021?"
Turkey	In what country is Coronavirus disease confirmed in more than 7 million people?
France	In what country did the number of confirmed coronavirus disease in 2019 exceed 7 million people?
2 million	How many people were confirmed with Coronavirus disease in Iraq in 2019?
2 million	"On September 29, 2021, the number of confirmed coronavirus disease in the Netherlands exceeded how many people?"
8 million	What is the number of confirmed coronavirus disease in the UK in 2019?
45 million	"How many confirmed coronavirus disease diagnoses were there in the United States on October 8, 2021?"
"600,000.00"	"How many Coronavirus disease deaths did Brazil have on October 9, 2021?"
1 million	"On October 9, 2021, the number of confirmed coronavirus disease in Serbia exceeded how many people?"
4.89 million	"How many deaths were there on October 15, 2021?"
Russia	In what country is coronavirus disease confirmed in more than 8 million people?
Kazakhstan	In what country does the number of confirmed coronavirus disease in 2019 exceed 1 million people?
"200,000"	What is the death toll of Coronavirus disease in Peru in 2021?
5 million people	"On October 25, 2021, the number of confirmed coronavirus disease in Spain exceeded how many people?"
Poland	In what country did the number of confirmed coronavirus disease in 2019 exceed 3 million people?
9 million	"On October 30, 2021, the number of confirmed coronavirus disease in the UK exceeded how many people?"
8 million	"On October 31, 2021, the number of confirmed coronavirus disease in Turkey exceeded how many people?"
Colombia	In what country did the number of confirmed coronavirus disease in 2019 exceed 5 million people?
5 million	"How many deaths from new coronary pneumonia were there on November 1, 2021?"
Ukraine	In what country did the number of confirmed coronavirus disease in 2019 exceed 3 million people?
250 million	"How many new pneumonia cases were diagnosed worldwide on November 6, 2021?"
5.06 million	"How many deaths were there on November 6, 2021?"
Iran	In what country is coronavirus disease confirmed in more than 6 million people?
Vietnam	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
2 million	How many confirmed coronavirus disease are in Thailand in 2019?
Russia	In what country is Coronavirus disease confirmed in more than 9 million people?
5 million	How many people died from Coronavirus disease in Germany in 2021?
1 million	"On November 18, 2021, the number of confirmed coronavirus disease in Austria exceeded how many people?"
1 million	"On November 20, 2021, the number of confirmed coronavirus disease in Hungary exceeded how many people?"
"100,000"	"How many Coronavirus disease deaths did Germany have on November 22, 2021?"
10 million	What is the number of confirmed coronavirus disease in the UK in 2019?
2 million	"On November 25, 2021, the number of confirmed coronavirus disease in the Czech Republic exceeded how many people?"
260 million	"How many new pneumonia cases were diagnosed worldwide on November 27, 2021?"
5 million	"How many people in Italy died from Coronavirus disease on November 29, 2021?"
"800,000"	What was the number of deaths from coronavirus disease in the United States in 2019?
European countries	Which countries tightened their epidemic prevention measures in November 2021?
21-Dec	When did many European countries tighten their epidemic prevention measures?
Omicron	What is the fifth pandemic strain of NCCP?
1 million	What was the number of confirmed coronavirus disease in Switzerland in 2019?
6 million	How many people were confirmed with coronavirus disease in Germany in 2021?
3 million	How many people were confirmed with Coronavirus disease in South Africa in 2021?
50 million	"How many confirmed coronavirus disease were there in the United States on December 6, 2021?"
Turkey	In what country is Coronavirus disease confirmed in more than 9 million people?
8 million people	"On December 10, 2021, the number of confirmed coronavirus disease in France exceeded how many people?"
5.33 million	"How many deaths were there on December 12, 2021?"
1 million	"On December 13, 2021, the number of confirmed coronavirus disease in Greece exceeded how many people?"
Jordan	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
"100,000"	"On December 16, 2021, the number of confirmed coronavirus disease in mainland China exceeded how many?"
2 million	How many people were confirmed with coronavirus disease in Belgium in 2021?
10 million people	"On December 18, 2021, the number of confirmed coronavirus disease in Russia exceeded how many people?"
5.4 million	"How many deaths were there on December 28, 2021?"
"500,000"	"How many new cases were diagnosed in the United States on December 29, 2021?"
10 million people	What is the number of confirmed coronavirus disease in France in 2019?
290 million	How many people were diagnosed with coronavirus disease worldwide in 2022?
300 million	"How many people were diagnosed with coronavirus disease on January 7, 2022?"
more than 60 million	"How many people were diagnosed with coronavirus disease in the United States on January 9, 2022?"
Turkey	In what country was Coronavirus disease confirmed in more than 10 million people in 2022?
310 million	"How many people were infected with coronavirus disease on January 12, 2022?"
320 million	"How many people were infected with coronavirus disease on January 14, 2022?"
"880,000"	"How many new cases of coronavirus disease were diagnosed in the United States on January 14, 2022?"
3.5 million	"How many people were diagnosed with coronavirus disease globally on January 15, 2022?"
330 million	"How many people were infected with coronavirus disease on January 18, 2022?"
2 million	"On January 20, 2022, the number of confirmed coronavirus disease in Japan exceeded how many?"
340 million	"How many people were infected with coronavirus disease on January 21, 2022?"
more than 70 million	"How many people were diagnosed with coronavirus disease in the United States on January 21, 2022?"
10 million	"On January 24, 2022, the number of confirmed coronavirus disease in Italy exceeds how many?"
350 million	"How many people were infected with coronavirus disease on January 24, 2022?"
40 million	"On January 25, 2022, the number of confirmed coronavirus disease in India exceeded how many?"
360 million	How many people were diagnosed with coronavirus disease worldwide in 2022?
370 million	"How many people were diagnosed with coronavirus disease on January 30, 2022?"
380 million	"How many people were infected with coronavirus disease on February 2, 2022?"
10 million people	"On February 2, 2022, the number of confirmed coronavirus disease in Spain exceeds how many people?"
10 million	"On February 2, 2022, the number of confirmed coronavirus disease in Germany exceeded how many people?"
20 million	How many people were confirmed with coronavirus disease in France in 2019?
3 million	What is the number of confirmed coronavirus disease in Japan in 2019?
390 million	"How many people were diagnosed with coronavirus disease on February 6, 2022?"
1 million	"On February 6, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many people?"
400 million	"How many people were diagnosed with coronavirus disease on February 9, 2022?"
410 million	How many people were diagnosed with coronavirus disease worldwide in 2022?
4 million	How many people were confirmed with coronavirus disease in Japan in 2022?
420 million	"How many people were diagnosed with coronavirus disease on February 18, 2022?"
2 million	"On February 21, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many?"
"more than 170,000"	"How many new cases of coronavirus disease were confirmed in South Korea on February 23, 2022?"
430 million	How many people were diagnosed with coronavirus disease worldwide in 2022?
3 million	"On February 28, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many?"
22-Mar	"When was the sixth pandemic strain of New Coronavirus ""Variant BA.2"" introduced?"
5 million	How many people are confirmed with coronavirus disease in Japan in 2022?
440 million	"How many people were diagnosed with coronavirus disease on March 3, 2022?"
6 million	How many deaths were caused by coronavirus disease worldwide in 2019?
4 million	What was the number of confirmed coronavirus disease in South Korea in 2019?
"260,000"	"How many new cases of coronavirus disease were diagnosed in Korea on March 6, 2022?"
5 million	"On March 8, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many?"
"340,000"	"How many new cases of coronavirus disease did Korea add on March 9, 2022?"
Japan	South Korea surpassed which country in the number of confirmed cases of coronavirus disease in 2019?
450 million	How many people were diagnosed with coronavirus disease worldwide in 2019?
6 million	"On March 11, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many?"
"380,000"	"How many new cases of coronavirus disease did Korea add on March 12, 2022?"
7 million	"On March 15, 2022, the number of confirmed coronavirus disease in Korea exceeded how many?"
Coronavirus disease	What confirmed countries have been included in the main countries in Korea in 2019?
460 million	How many people were diagnosed with coronavirus disease worldwide in 2022?
6.07 million	"How many people died from coronavirus disease on March 15, 2022?"
8 million	"On March 17, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many?"
"620,000"	"How many new cases of coronavirus disease did Korea add on March 17, 2022?"
20 million	"On March 18, 2022, the number of confirmed coronavirus disease in the UK exceeded how many?"
2	How many fatal cases of coronavirus disease were there in mainland China on March 19?
9 million	"On March 19, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many?"
1 million	"On March 19, 2022, the number of confirmed coronavirus disease in Hong Kong exceeded how many people?"
Singapore	In what country was coronavirus disease confirmed in more than 1 million people in 2019?
470 million	"How many people were diagnosed with coronavirus disease on March 21, 2022?"
10 million	"On March 22, 2022, the number of confirmed coronavirus disease in Korea exceeded how many?"
More than 1 million	How many people died from coronavirus disease in the United States in 2019?
20 million	How many people were confirmed with coronavirus disease in Germany in 2022?
480 million	"How many people were diagnosed with coronavirus disease on March 27, 2022?"
Vietnam	"Which country was included in the main countries on March 28, 2022?"
12 million	"How many people were diagnosed with coronavirus disease on March 28, 2022?"
13 million people	"How many people were diagnosed with coronavirus disease in South Korea on March 31, 2022?"
"16,230"	"How many deaths were there in South Korea on March 31, 2022?"
490 million	How many people were diagnosed with coronavirus disease worldwide in 2022?
Brazil	Which country confirmed more than 30 million people with coronavirus disease in 2022?
10 million	"On April 7, 2022, the number of confirmed coronavirus disease in Vietnam exceeded how many people?"
500 million	"How many people were diagnosed with coronavirus disease on April 13, 2022?"
2021	In what year did the global number of confirmed new coronary pneumonia cases surpass the actual number of cases?
510 million	"How many people were diagnosed with coronavirus disease on April 27, 2022?"
6.25 million	How many people died from coronavirus disease in 2022?
"100,000"	"On April 29, 2022, the number of confirmed coronavirus disease in Taiwan exceeded what?"
Zhong Nanshan	Who is the Academician of the Chinese Academy of Engineering?
the vaccine	What did Lilanjuan lead the team to develop?
3	How many square cabin hospitals did Wuhan build in 24 hours?
biochemist	What is Chen Wei's profession?
"Huashan Hospital, Fudan University"	Who is the Shanghai medical treatment team leader?
Human immunity	What is the most effective drug?
Wuhan Central Hospital	Who was the first person to report the epidemic?
Zhong Lao	Who proposed the idea of building square cabin hospitals?
7	How many square cabin hospitals did Wuhan build in 24 hours?
reduced the mortality rate of severe and critical patients	What has Zhang Boli done for patients?
acromegaly	What disease is Zhang Dingyu suffering from?
snatch more patients from the hands of the virus	What is the goal of the epidemic sniper?
sniping	What is the only way a sniper can target the new coronavirus?
three	"How many ""zero infections"" did Wuhan Vulcan Mountain Hospital achieve in 2003?"
Wuhan University Central South Hospital	What hospital is Wang Xinghuan president of?
Everything for the sake of the patient	What is Wang Xinghuan's motto?
to develop different programs for different patients	What is Wang Xinghuan's motto?
600	How many patients were admitted to Raytheon Hill Hospital as of Feb. 16?
11	How old was Liu Daqing when he died?
1979	When did Liu Daqing join the army?
Jilin North Station Police Station of Jilin Public Security Bureau of Shenyang Railway	Where was Liu Daqing sergeant before his death?
57	How old was Liu Daqing when he died?
Second Class Hero	What title did the Ministry of Public Security posthumously award Liu Daqing?
Dongming County Detention Center	What was Zhang Xinzhong the director of?
a heart attack	What caused Zhang Xinzhong to die?
Mar-89	When did Cui Wei join the army?
4-Oct	When did Cui Wei leave the army to work in Linyi City Detention Center?
52	How old was Jiang Jijun when he died?
62	How old was Liang Wudong when he died?
Mao like Hong	Who was the deputy director of Xian Yang Town Center Health Center?
Shaligengacha	Who was the former banner Tsarsen town?
14th	How many people did Shaligengacha rescue?
Zhong Nanshan	Who is the Academician of the Chinese Academy of Engineering?
the vaccine	What did Lilanjuan lead the team to develop?
3	How many square cabin hospitals did Wuhan build in 24 hours?
biochemist	What is Chen Wei's profession?
"Huashan Hospital, Fudan University"	Who is the Shanghai medical treatment team leader?
Human immunity	What is the most effective drug?
Wuhan Central Hospital	Who was the first person to report the epidemic?
Zhong Lao	Who proposed the idea of building square cabin hospitals?
7	How many square cabin hospitals did Wuhan build in 24 hours?
reduced the mortality rate of severe and critical patients	What has Zhang Boli done for patients?
acromegaly	What disease is Zhang Dingyu suffering from?
snatch more patients from the hands of the virus	What is the goal of the epidemic sniper?
sniping	What is the only way a sniper can target the new coronavirus?
three	"How many ""zero infections"" did Wuhan Vulcan Mountain Hospital achieve in 2003?"
Wuhan University Central South Hospital	What hospital is Wang Xinghuan president of?
Everything for the sake of the patient	What is Wang Xinghuan's motto?
to develop different programs for different patients	What is Wang Xinghuan's motto?
600	How many patients were admitted to Raytheon Hill Hospital as of Feb. 16?
11	How old was Liu Daqing when he died?
1979	When did Liu Daqing join the army?
Jilin North Station Police Station of Jilin Public Security Bureau of Shenyang Railway	Where was Liu Daqing sergeant before his death?
57	How old was Liu Daqing when he died?
Second Class Hero	What title did the Ministry of Public Security posthumously award Liu Daqing?
Dongming County Detention Center	What was Zhang Xinzhong the director of?
a heart attack	What caused Zhang Xinzhong to die?
Mar-89	When did Cui Wei join the army?
4-Oct	When did Cui Wei leave the army to work in Linyi City Detention Center?
52	How old was Jiang Jijun when he died?
62	How old was Liang Wudong when he died?
Mao like Hong	Who was the deputy director of Xian Yang Town Center Health Center?
Shaligengacha	Who was the former banner Tsarsen town?
14th	How many people did Shaligengacha rescue?
Epidemiology	What is the study of the distribution of diseases and health conditions in the population and the factors that influence them?
Incidence	What is the frequency of new cases of a disease in a certain population over a certain period of time?
Morbidity rate	What is the term for the incidence rate in a limited area within a short period of time?
Prevalenceprevalence	What is the proportion of old and new cases of a disease in a certain population at a specific time called?
point-in-time and period-in-time Mortality rate	What is the frequency of death from a disease in a certain population over a certain period of time?
Mortality rates	What are Mortality rates calculated separately by different characteristics?
Case fatality rate	What is the proportion of all patients suffering from a disease who die from that disease in a certain period of time?
Disability-adjusted life year	What is the term for the total number of healthy life years lost from onset to death?
Sporadic	What is the term for the incidence of a disease at a general level over the years?
Cross-sectional analysis	What mainly analyzes the difference or change of morbidity and mortality of different age groups in the same era?
Age period cohort analysis	"What is a method to analyze the role of age, era and cohort exposure experience on the change of disease frequency and its magnitude?"
short-term	"What type of observations are counted by days, weeks, and months?"
larger populations	What is the meaning of short-term fluctuations?
Seasonal variations	What is the phenomenon that the disease shows an increased incidence in a certain season each year?
Cyclic change	What is a condition in which the frequency of a disease changes regularly over a fairly regular interval of time?
Secular trend	What is a continuous observation of disease dynamics over several years or even decades?
Immigrant epidemiology	"What is the term used to examine the differences in morbidity and mortality of diseases among immigrants, local residents of immigrant countries, and populations of"
Status	What type of study describes the relationship between a variable and a health condition in a population?
line ah survey	What is the study of a specific range of the entire population called?
Sampling survey	"What refers to a random sampling method, a representative sample of the population at a specific point in time, a specific range of the"
random sampling	What is a simple sampling method?
sub-totals	What is the total divided into?
Whole-group sampling	What type of sampling is used when the population is divided into several groups?
Multi-stage sampling	What type of sampling is carried out in stages?
Ecological study	What is a type of descriptive study in which the relationship between an exposure factor and a disease is analyzed?
Exposure	"A subject has been exposed to a substance to be studied, has a characteristic or behavior to be studied?"
Fixed cohortfixed cohort	What means that the population all enter the cohort at a fixed time or within a short period of time?
Dynamic queue dynamic cohort	What is the term for a study where the original queue members can constantly exit after a certain queue is determined?
the total population rate	What was the standardized mortality ratio calculated from?
1	A ratio greater than what indicates that the exposure caused or contributed to the occurrence of the outcome?
the exposed group	Who was exposed to the studied factors?
external control	"When selecting an occupational or special exposed population as the exposed population, what is it called when it is often necessary to find a control group outside the population"
Cumulative incidence	What is the term for a disease that can be calculated by using the population size at the beginning of the observation as the denominator?
instantaneous frequency	What is the rate calculated by using human hours called?
by multiplying the proportion of deaths for a cause of disease in the whole population by the actual number of deaths in a unit	How was the expected number of deaths for a cause of disease obtained?
Relative risk	What is the ratio of the risk of the exposed group to the risk of the control group?
rR=le/l o Attributed risk AR	What is the absolute value of the difference between the incidence rate in the exposed group and the incidence rate in the control group?
fraction of morbidity or mortality in the exposed population attributable to exposure as a percentage of total morbidity or mortality	What is the Attributed risk percentage AR%?
PAR	What refers to the fraction of total population morbidity attributable to exposure?
Case-control study	What type of study was conducted by using diagnosed patients as cases and non-diseased but comparable individuals as controls?
statistical tests	What was used to evaluate the statistical association between the factors and the disease?
etiology	The effect of various biases was assessed after what to infer the risk factors and validate the etiological hypothesis?
Matching	What is it called when a control is required to be consistent with the case on certain factors?
Over-matching	What is it called when unnecessary works are included in the matching?
admission rates of various diseases are different	Why is it inevitable to generate bias?
systematic	What is the difference between the case and control groups?
survival	"Neyman bias: If the respondents are selected from current cases, much of the information obtained may be related only to what?"
lifestyle habits	What may survivors of a disease have changed to reduce the level of a risk factor?
systematic errors in conclusions	What is recall bias?
external factor	What obscures or exaggerates the association between a factor and a disease?
Hawthorne effect	What refers to the effect of an ongoing study on the person being studied?
Placebo effect	What is a positive psychological effect that is manifested in some subjects due to their dependence on medicine?
Double blind	What type of blindness is used when the study designer arranges and controls the entire experiment?
Noncompliance noncomplince	What is a study in which subjects do not comply with the requirements set by the experiment after randomization?
Randomized controlled trials	"What are prospective, experimental controlled studies conducted in a population to evaluate the effects of medical interventions?"
Class experiments	What are experiments that cannot be done in randomized groups or without parallel controls?
"quick and easy experiments, tests or other methods"	What is used to identify individuals in a healthy population who may have diseases or defects but are apparently healthy?
ROC curve	What is a curve obtained by plotting the true positive rate and the false positive rate?
Combined tests	What type of tests can be used to examine the same subject in order to improve the sensitivity or specificity of the screening test?
Etiology	Factors that increase the probability of developing a disease in a population are generally referred to as risk factors in epidemiology?
risk factors	Etiology: Factors that increase the probability of developing a disease in a population are generally referred to as what in epidemiology?
"the environment is further divided into biological, physicochemical and social environments"	What is the Rotational model based on?
chance errors	What is excluded from the statistical association between exposure and disease?
"long-term, continuous, systematic collection of information on the dynamic distribution of diseases and their influencing factors"	What does surveillance of diseases mean?
passively	How do higher-level units receive monitoring data and information?
special needs	What is an example of an active surveillance?
Horizontal	What type of transmission is the mutual transmission of pathogens from person to person in the external environment?
the epidemic focus	What is the area that can be reached by the spread of the infectious agent and its discharge to the surrounding area called?
Epidemic site	What is a small area or a single source of infection called?
an infected area	A larger area of the epidemic or a number of epidemic sites in a row is called what?
"the source of infection, the transmission route and the susceptible population"	What are the three links involved in the spread of infectious diseases in a population?
interaction and struggle	Infectious process refers to the process of what between the pathogen and the organism after it has invaded the organism?
Category B and C	What types of infectious disease contacts require medical observation?
Disinfection of existing or formerly infectious sites	What is a disinfection of epidemic focus?
Disinfection	What is current disinfection when the source of infection is still present at the source of the epidemic?
injection of serum or cytokines containing specific antibodies into the organism	How is the body passively protected?
Cold chain	"What type of vaccine is sent from the production unit, kept in cold storage and transported to the primary health institution step by step until the vaccine is given?"
three	How many levels of epidemiological research content are there?
"revealing the phenomenon, identifying the causes, and providing measures"	What are the three stages of epidemiological research content?
"descriptive, analytical, and experimental"	What are the three categories of epidemiological research content?
"observation, experimental method, and mathematical and rational method"	What are the three basic methods of epidemiological research content?
characteristics of prevention-oriented	What is one of the characteristics of epidemiological research?
the turnover of hospital beds	What does the application of prevalence provide a scientific basis for the planning of medical facilities?
observational	What type of study is a cohort study?
etiological hypothesis	What does a cohort study test?
organized groups of people	What are some examples of exposed populations?
"internal control, external control, total population control, and multiple control"	What types of control populations are selected?
"retrospective, cause-and-effect, observational method, and no verification of etiology"	What are the characteristics of case-control studies?
to determine the criteria for judging patients and how to obtain patients who meet the criteria	What is the main focus of case selection?
community sources	What type of sources are preferable and representative but difficult to implement?
"cost-saving, easy to obtain, good cooperation, more complete and accurate information, but prone to selection bias"	What are the advantages of using hospital-sourced cases?
"Clinical trials, field trials, community trials"	What are the types of experimental epidemiology?
Randomization grouping	What is the principle of experimental epidemiology?
Hawthorne effect	What is one of the main factors affecting the study effect?
"standard method control, placebo control, self control, crossover control"	What are the ways to set up controls?
Application of blinding method	What is one of the main factors affecting the study effect?
repeated measurements	What can lead to inconsistent results of the screening test?
measurement errors	What can laboratory conditions cause?
"duration of the contact stay, quarantine or medical observation"	What does the length of the incubation period determine?
the epidemiological characteristics of the disease	What can the length of the incubation period affect?
infectious period	What is an important basis for determining the duration of isolation of patients with infectious diseases?
Epidemiology	What is the study of the distribution of diseases and health conditions in the population and the factors that influence them?
Incidence	What is the frequency of new cases of a disease in a certain population over a certain period of time?
Morbidity rate	What is the term for the incidence rate in a limited area within a short period of time?
Prevalenceprevalence	What is the proportion of old and new cases of a disease in a certain population at a specific time called?
point-in-time and period-in-time Mortality rate	What is the frequency of death from a disease in a certain population over a certain period of time?
Mortality rates	What are Mortality rates calculated separately by different characteristics?
Case fatality rate	What is the proportion of all patients suffering from a disease who die from that disease in a certain period of time?
Disability-adjusted life year	What is the term for the total number of healthy life years lost from onset to death?
Sporadic	What is the term for the incidence of a disease at a general level over the years?
Cross-sectional analysis	What mainly analyzes the difference or change of morbidity and mortality of different age groups in the same era?
Age period cohort analysis	"What is a method to analyze the role of age, era and cohort exposure experience on the change of disease frequency and its magnitude?"
short-term	"What type of observations are counted by days, weeks, and months?"
larger populations	What is the meaning of short-term fluctuations?
Seasonal variations	What is the phenomenon that the disease shows an increased incidence in a certain season each year?
Cyclic change	What is a condition in which the frequency of a disease changes regularly over a fairly regular interval of time?
Secular trend	What is a continuous observation of disease dynamics over several years or even decades?
Immigrant epidemiology	"What is the term used to examine the differences in morbidity and mortality of diseases among immigrants, local residents of immigrant countries, and populations of"
Status	What type of study describes the relationship between a variable and a health condition in a population?
line ah survey	What is the study of a specific range of the entire population called?
Sampling survey	"What refers to a random sampling method, a representative sample of the population at a specific point in time, a specific range of the"
random sampling	What is a simple sampling method?
sub-totals	What is the total divided into?
Whole-group sampling	What type of sampling is used when the population is divided into several groups?
Multi-stage sampling	What type of sampling is carried out in stages?
Ecological study	What is a type of descriptive study in which the relationship between an exposure factor and a disease is analyzed?
Exposure	"A subject has been exposed to a substance to be studied, has a characteristic or behavior to be studied?"
Fixed cohortfixed cohort	What means that the population all enter the cohort at a fixed time or within a short period of time?
Dynamic queue dynamic cohort	What is the term for a study where the original queue members can constantly exit after a certain queue is determined?
the total population rate	What was the standardized mortality ratio calculated from?
